,몰스킨 가방,메트로컬렉션-백팩 오렌지옐로우,제이리움 니트,봄/여름 코튼 래글런 라운드넥 니트 스카이블루 (프레시한 촉감),텍스쳐드 크루넥 니트 올리브 그린,델포조 블라우스,Floral detail cotton shirt,알레그리 셔츠,블루쉬 《멀티컬러체크》 오버셔츠,베스띠벨리 스커트,스트라이프 배색 트임 디테일 스커트,라빠레뜨 가방,깐느로제 미니사첼백,빈폴 액세서리 가방,아이보리 블링 라지 사첼백,슈콤마보니 구두,Jenne sling back(black),비지트 인 뉴욕 자켓,후드 체크 루즈핏자켓,에이치에스디 모자,UNISEX BLACK LOGO BALL CAP,Marie pumps(black),지고트 블라우스,플라운스 블라우스,커스텀멜로우 점퍼,casual blouson jumper,버커루 팬츠,남성용 면12수 배기 카고 팬츠 바지 ,슈레피 하이라이터,릿지 하이라이터,블루페페 코트,P191MSI003 BK,버커루 점퍼,남성 지퍼 장식 라이더점퍼,버커루 티셔츠,남성용 16수 테리배색 R넥 티셔츠 ,베네피트 하이라이터,단델리온 트윙클 하이라이터,아워글래스 하이라이터,앰비언트 라이팅 파우더,더샘 하이라이터,샘물 루미너스 멀티 하이라이터 8g,컬러팝 하이라이터,슈퍼 쇼크 치크 하이라이터 런치 머니,캔메이크 하이라이터,글로우 플로어 하이라이터,온앤온 티셔츠,레터링 컬러 티셔츠,쓰리씨이 하이라이터,Highlighter BEIGE,더밤 하이라이터,메리 루머나이저,본 코트,블랙 울 블렌딩 벨티트 포인트 세미오버핏 롱더블 트렌치코트,웻앤와일드 하이라이터,메가글로 하이라이팅 파우더,릴리바이레드 하이라이터,러브빔 글로우(하이라이터),나스 하이라이터,하이라이팅 파우더,아리따움 하이라이터,매직 컨투어링 하이라이터,에트로 선글라스,ET666SK,클리오 하이라이터,프리즘 에어 하이라이터 (1호 골드 쉬어),베카 하이라이터,쉬머링 스킨 퍼펙터 프레스드 하이라이터,코모도 니트,베이직 크루넥 니트,오프라 코스메틱 하이라이터,하이라이터 베버리 힐즈,골든듀 귀걸이,아모르드롭,로라메르시에 하이라이터,매트래디언스 베이크드 새틴하이라이터,로라겔러 하이라이터,Swirl Illuminator Diamond Dust,랑카스터 가방,카멜리아 크로스 바디 스몰,코링코 하이라이터,핑크 스퀘어 듀얼 하이라이터,샤넬 하이라이터,뿌드르 뤼미에르 글라쎄,리버클래시 수트,2019 SS LFS11209 SLIMFIT,잇미샤 원피스,페미닌 레이스 롱 원피스,베스띠벨리 가디건,모혼방 벨티드 슬릿 롱 가디건,어퓨 하이라이터,꾸뛰르 하이라이터,아크네 스튜디오 티셔츠,Logo t-shirt antique brown,앤아더스토리즈 부츠,레더 카우보이 부츠,투페이스드 하이라이터,다이아몬드 라이트 하이라이터,아크네 스튜디오 자켓,Blue Bl Konst Denim Mid Pass Jacket,톰포드 하이라이터,Sheer Highlighting Duo,토니모리 하이라이터,루미너스 여신광채 오로라이터,버켄스탁 슬리퍼,BOSTON 로즈 PINK,투쿨포스쿨 하이라이터,바이로댕 하이라이터 11g,임블리 원피스,블리프리미엄 레이스롱드레스,스틸라 하이라이터,헤븐스 휴 하이라이터 오퓰런스 10g,겔랑 하이라이터,메테오리트 홀로그래픽 파우더 9g (스프링 컬렉션),발렌시아 자켓,노카라 린넨 자켓 ,샤트렌 자켓,린넨 체크 노카라 코트,미샤(MISSHA) 하이라이터,새틴 하이라이터 이탈프리즘,바비브라운 하이라이터,Highlighting Powder - Pink Glow,KULE 티셔츠,The Boyfriend,스테파넬 티셔츠,프릴 소매 티셔츠,테드베이커 원피스,karolyn fantasia pleated midi dress,라이프워크 티셔츠,라독 프린트 반팔 티셔츠,제이에스티나 귀걸이,Viva Perla Earring(14K),스와로브스키 귀걸이,Lifelong Bow 귀걸이,모조에스핀 원피스,J192MSE039 FL1 ,노스페이스 자켓,데이 컴팩트 쉴드 자켓,플라스틱아일랜드 원피스,플랫카라 소매러플 레이스 원피스,르윗 원피스,배색 셔츠 원피스,애드호크 가디건,자켓형 가디건,비지트 인 뉴욕 팬츠,슬릿 포인트 베이직 슬랙스,베이직 원버튼 자켓,락포트 슬리퍼,토탈모션 줄리 슬립온,러드 팬츠,Wide pocket pants ivory,인디고 칠드런 셔츠,OVERSIZED STRIPE TAIL SHIRT,마노모스 안경,BEAST,랭앤루 원피스,PRETTY ROMPER(프리티 롬퍼)03,쥬크 니트,스트라이프 니트,아보아보 팬츠,BLACK SILK SLIM-LEG PANTS,아보아보 자켓,BLACK SLIM LINE DOUBLE TUXEDO JACKET,프론트로우 팬츠,[Drama Signature] Slim Bootcut Trousers_2colors,프론트로우 자켓,[Drama Signature] Slit Cuffs Tailored Blazer_CAMEL,산드로 옴므 팬츠,스타착용 바지 HAS29K7,산드로 옴므 자켓,스타착용 자켓 HKS29K7,덱케 가방,멜로디백,스틸러 선글라스,SCOPE ,클릭앤퍼니 블라우스,멜르아 핀턱블라우스,클릭앤퍼니 자켓,얼그린 트위드자켓,샤비론 자수자켓,클릭앤퍼니 청바지,분위기업 스키니진,나이키 점퍼,다운필 WR 후디 자켓,뉴발란스 운동화,CM878TCA / NBPD9S407W,뉴에라 모자,다이아몬드 메쉬 트랙 제트캡 사이버 그린,디스이즈네버댓 후드,19SS SP-INTL. Logo Hooded Sweatshirt - White,몽벨 티셔츠,[남여공용]19SS신상품 기능성 몽벨 위크론(WICRON) 라운드 티셔츠[삵],마하그리드 모자,B.B CAP[ORANGE],뉴발란스 자켓,UNI 트랙클럽 웜업자켓_40,UNI 트랙클럽 웜업자켓,UNI 트랙클럽 웜업자켓_25,아디다스 모자,코튼 6P 볼캡,나이키 운동화,에어 맥스97 서울 ,뉴발란스 티셔츠,UNI 스몰로고 맨투맨_15,UNI 스몰로고 맨투맨_19,uni 스몰로고 맨투맨_30,87mm 티셔츠,도미넌트 후드,크롭 데끼 프린팅 후드티셔츠_메란지,지프 모자,스몰로고 볼캡,레이첼 콕스 구두,Luu,커버낫 팬츠,C LOGO TRACK JOGGER PANTS BLACK,C LOGO CREWNECK CORAL RED,프랭크커스텀 안경,FA6154 col.2,아이코닉,페이유에 운동화,PLAIN II PLATFORM / WHITE / F29005W,옐로우비 안경,O/P-001 col.02,반스 단화,올드스쿨 블랙
10,53.33333,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,40.90909,0.0,67.57493,0.0,0.0,0.0,71.05263,0.0,57.85714,0.0,0.0,0.0,0.0,51.40845,0.0,0.0,0.0,0.0,0.0,71.42857,87.62135,33.33333,0.0,58.95196,0.0,58.59872,0.0,58.75,0.0,68.75,0.0,66.66666,0.0,45.45454,0.0,40.0,0.0,37.55555,0.0,0.0,0.0,33.33333,0.0,35.71428,0.0,62.06896,0.0,33.33333,0.0,72.85714,0.0,41.86046,0.0,54.7619,0.0,74.21052,0.0,71.03174,0.0,32.55813,0.0,0.0,0.0,64.03162,0.0,71.33333,0.0,0.0,0.0,21.39303,0.0,0.0,0.0,40.41095,0.0,0.0,0.0,54.67826,33.33333,40.0,0.0,33.33333,0.0,18.88888,0.0,0.0,0.0,56.25,0.0,31.57894,0.0,5.55555,0.0,58.33333,0.0,27.55474,0.0,43.72093,0.0,50.64935,0.0,78.50162,0.0,34.14634,0.0,50.0,37.75933,60.36585,0.0,0.0,0.0,60.91743,0.0,0.0,0.0,63.93442,0.0,30.84112,0.0,0.0,0.0,95.53376,0.0,82.10116,0.0,74.93061,0.0,54.33526,0.0,35.5642,0.0,16.37931,0.0,0.0,38.70967,0.0,0.0,0.0,36.36363,0.0,0.0,0.0,0.0,0.0,31.25,66.9456,53.63636,0.0,53.84615,59.70149,0.0,0.0,65.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,28.57142,0.0,70.63106,0.0,18.84057,93.50473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.32967,0.0,91.40995,0.0,74.88151,0.0,36.66666,0.0,23.0337,0.0,100.0,0.0,61.02941,0.0,35.29411,0.0,68.44547,0.0,84.51202,49.47368,50.72697,0.0,0.0,0.0,0.0,0.0,0.0,82.55033,0.0,69.04761,0.0,0.0,0.0,0.0,78.66666,0.0,44.59876,0.0,0.0,0.0,0.0,93.96984,0.0
11,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,90.47619,0.0,31.81818,0.0,88.28337,0.0,0.0,0.0,77.06766,0.0,45.71428,0.0,0.0,0.0,0.0,53.16901,0.0,48.48484,0.0,0.0,0.0,100.0,100.0,38.09523,0.0,65.0655,0.0,52.22929,0.0,88.75,0.0,81.25,0.0,62.5,0.0,54.54545,0.0,68.88888,0.0,43.77777,0.0,0.0,0.0,47.22222,0.0,21.42857,0.0,37.93103,0.0,85.71428,0.0,80.0,0.0,24.4186,0.0,55.95238,0.0,91.05263,0.0,77.77777,0.0,34.88372,0.0,0.0,0.0,58.89328,0.0,88.88888,0.0,0.0,0.0,88.55721,0.0,0.0,0.0,46.9178,0.0,0.0,0.0,49.00869,0.0,95.0,0.0,52.08333,0.0,14.44444,0.0,0.0,0.0,51.25,0.0,21.05263,0.0,8.88888,0.0,64.58333,0.0,28.19343,0.0,55.81395,0.0,55.84415,0.0,83.38762,0.0,51.21951,0.0,40.74074,37.34439,65.2439,0.0,0.0,0.0,45.13761,0.0,0.0,0.0,62.29508,30.0,17.757,0.0,0.0,0.0,91.06753,0.0,77.74319,0.0,78.7234,0.0,72.25433,0.0,43.57976,0.0,20.68965,0.0,0.0,29.03225,0.0,0.0,0.0,31.81818,0.0,0.0,0.0,0.0,0.0,34.375,64.43514,55.81818,0.0,53.84615,69.40298,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,67.11165,0.0,22.31884,74.56021,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,92.67399,0.0,76.74763,0.0,76.03249,0.0,33.33333,0.0,32.02247,0.0,50.0,0.0,61.02941,0.0,70.58823,0.0,64.55916,0.0,83.44289,37.89473,63.65105,0.0,0.0,0.0,63.63636,0.0,0.0,79.86577,0.0,78.57142,0.0,0.0,0.0,0.0,81.33333,0.0,56.48148,58.33333,0.0,0.0,0.0,63.31658,50.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.23809,0.0,31.81818,0.0,81.74386,0.0,0.0,0.0,66.16541,0.0,32.85714,0.0,0.0,0.0,0.0,51.76056,0.0,45.45454,0.0,0.0,0.0,100.0,50.72815,0.0,0.0,53.71179,0.0,57.96178,0.0,100.0,0.0,56.25,0.0,68.75,0.0,45.45454,0.0,71.11111,0.0,39.77777,0.0,0.0,0.0,63.88888,0.0,28.57142,0.0,65.51724,0.0,66.66666,0.0,27.14285,0.0,100.0,0.0,51.19047,0.0,90.0,0.0,65.87301,0.0,25.58139,0.0,0.0,0.0,59.68379,0.0,64.0,0.0,0.0,0.0,14.1791,0.0,0.0,0.0,40.06849,0.0,100.0,0.0,44.86956,0.0,30.0,0.0,41.66666,0.0,31.11111,0.0,0.0,0.0,48.75,0.0,13.15789,0.0,0.0,0.0,62.5,0.0,28.83211,0.0,53.48837,0.0,100.0,0.0,94.78827,0.0,56.09756,0.0,94.44444,37.34439,77.43902,0.0,0.0,0.0,34.03669,0.0,0.0,0.0,34.42622,0.0,24.29906,0.0,0.0,0.0,82.8976,0.0,78.9105,0.0,73.358,0.0,53.75722,83.33333,48.1712,0.0,16.37931,66.66666,0.0,51.6129,0.0,0.0,0.0,46.36363,0.0,0.0,0.0,0.0,0.0,53.125,54.81171,46.90909,0.0,41.02564,65.67164,0.0,0.0,35.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,61.65048,0.0,28.40579,46.14343,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,57.50915,0.0,73.7263,0.0,73.79823,0.0,73.33333,0.0,35.39325,0.0,80.0,0.0,52.94117,0.0,58.82352,0.0,70.41763,0.0,81.52134,16.8421,69.95153,0.0,0.0,0.0,0.0,0.0,0.0,81.87919,0.0,47.61904,0.0,0.0,0.0,0.0,60.0,0.0,56.94444,41.66666,0.0,0.0,0.0,79.89949,50.0
13,53.33333,0.0,0.0,0.0,0.0,0.0,0.0,76.19047,0.0,45.45454,0.0,48.50136,0.0,0.0,0.0,60.15037,0.0,40.71428,0.0,0.0,0.0,0.0,55.28169,0.0,33.33333,0.0,0.0,0.0,0.0,34.95145,0.0,0.0,47.59825,0.0,50.0,0.0,70.0,0.0,0.0,0.0,45.83333,0.0,0.0,0.0,55.55555,0.0,46.44444,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,58.62068,0.0,33.33333,0.0,42.85714,0.0,45.34883,0.0,65.47619,0.0,71.57894,0.0,58.33333,0.0,18.60465,0.0,100.0,0.0,54.94071,0.0,56.0,0.0,0.0,0.0,15.92039,0.0,0.0,0.0,50.34246,0.0,0.0,0.0,39.33913,0.0,50.0,0.0,25.0,0.0,25.55555,0.0,0.0,0.0,68.75,0.0,10.52631,0.0,5.55555,0.0,64.58333,0.0,25.0,0.0,53.48837,0.0,67.53246,0.0,68.72964,0.0,39.02439,0.0,81.48148,26.97095,94.51219,0.0,0.0,0.0,23.02752,0.0,0.0,0.0,26.2295,40.0,25.23364,0.0,0.0,0.0,73.52941,0.0,73.61867,0.0,60.49953,0.0,58.95953,0.0,40.77821,0.0,13.7931,0.0,0.0,58.06451,0.0,0.0,0.0,31.81818,0.0,0.0,0.0,0.0,0.0,20.3125,54.81171,40.72727,0.0,33.33333,67.16417,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,52.38095,0.0,60.80097,0.0,24.05797,49.25575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.58974,0.0,70.70497,0.0,65.13202,0.0,0.0,0.0,30.33707,0.0,0.0,0.0,55.88235,0.0,0.0,0.0,56.96055,0.0,77.41818,23.15789,60.90468,0.0,0.0,0.0,0.0,0.0,0.0,66.44295,0.0,85.71428,0.0,0.0,0.0,0.0,57.33333,0.0,57.71604,66.66666,0.0,0.0,0.0,67.33668,41.66666
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,0.0,54.54545,0.0,45.2316,0.0,0.0,0.0,81.57894,0.0,72.14285,0.0,0.0,0.0,0.0,65.14084,0.0,39.39393,0.0,0.0,0.0,0.0,27.42718,0.0,0.0,66.81222,0.0,68.15286,0.0,77.5,0.0,0.0,0.0,70.83333,0.0,0.0,0.0,62.22222,0.0,53.33333,0.0,0.0,0.0,83.33333,0.0,32.14285,0.0,37.93103,0.0,47.61904,0.0,45.71428,0.0,48.8372,0.0,36.90476,0.0,65.78947,0.0,54.36507,0.0,62.79069,0.0,71.42857,0.0,65.61264,0.0,59.11111,0.0,0.0,0.0,13.93034,0.0,0.0,0.0,59.58904,0.0,0.0,0.0,52.17391,40.0,40.0,0.0,20.83333,0.0,34.44444,0.0,0.0,0.0,58.75,0.0,8.55263,0.0,10.0,0.0,41.66666,0.0,35.12773,0.0,73.48837,0.0,54.54545,0.0,71.66123,0.0,36.58536,0.0,68.51851,32.36514,64.63414,0.0,0.0,0.0,18.80733,0.0,0.0,0.0,63.93442,0.0,39.71962,0.0,0.0,0.0,88.88888,0.0,90.27237,0.0,83.34875,0.0,80.92485,100.0,38.28793,0.0,18.96551,55.55555,0.0,67.74193,0.0,0.0,0.0,34.54545,0.0,0.0,0.0,0.0,0.0,20.3125,66.10878,35.0909,0.0,66.66666,49.25373,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,47.45145,0.0,26.66666,98.24086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.04395,0.0,72.39336,0.0,62.22071,0.0,33.33333,0.0,24.7191,0.0,90.0,0.0,42.64705,0.0,47.05882,0.0,59.04872,0.0,70.84447,13.68421,55.08885,0.0,0.0,0.0,0.0,0.0,0.0,60.40268,0.0,100.0,0.0,0.0,0.0,0.0,56.0,0.0,60.80246,0.0,0.0,0.0,0.0,72.86432,0.0
15,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,0.0,77.27272,0.0,76.56675,0.0,0.0,0.0,71.80451,0.0,72.85714,0.0,0.0,0.0,0.0,56.33802,0.0,42.42424,0.0,0.0,0.0,0.0,25.24271,0.0,0.0,59.38864,0.0,81.21019,0.0,62.5,0.0,0.0,0.0,79.16666,0.0,0.0,0.0,48.88888,0.0,55.33333,0.0,0.0,0.0,83.33333,0.0,32.14285,0.0,72.41379,0.0,33.33333,0.0,75.71428,0.0,41.86046,0.0,55.95238,0.0,74.73684,0.0,53.57142,0.0,67.44186,0.0,0.0,0.0,62.84584,0.0,63.77777,0.0,0.0,0.0,9.95024,0.0,0.0,0.0,39.38356,0.0,0.0,0.0,55.40869,0.0,55.0,0.0,33.33333,0.0,35.55555,0.0,0.0,0.0,66.25,0.0,11.8421,0.0,0.0,0.0,58.33333,0.0,33.12043,0.0,58.60465,0.0,70.12987,0.0,73.61563,0.0,17.07317,0.0,64.81481,42.32365,79.26829,0.0,0.0,0.0,16.05504,0.0,0.0,0.0,72.13114,25.0,23.36448,0.0,0.0,0.0,90.6318,0.0,89.10505,0.0,84.73635,0.0,76.30057,0.0,40.3891,0.0,23.27586,77.77777,100.0,45.16129,0.0,0.0,0.0,29.0909,0.0,0.0,0.0,0.0,0.0,7.8125,69.87447,39.0909,0.0,69.23076,67.16417,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,24.92753,94.45196,77.77777,0.0,0.0,0.0,0.0,0.0,0.0,55.67765,0.0,65.31398,0.0,76.77725,0.0,53.33333,0.0,34.26966,0.0,0.0,0.0,58.08823,0.0,29.41176,0.0,72.33178,0.0,81.43466,29.47368,79.32148,0.0,0.0,0.0,0.0,0.0,0.0,69.12751,0.0,42.85714,0.0,0.0,0.0,0.0,56.0,0.0,50.92592,83.33333,0.0,0.0,0.0,64.3216,41.66666
16,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,0.0,50.0,0.0,59.67302,0.0,0.0,0.0,66.54135,0.0,47.85714,0.0,0.0,0.0,0.0,56.69014,0.0,42.42424,0.0,0.0,0.0,0.0,17.71844,28.57142,0.0,48.90829,0.0,68.15286,0.0,83.75,0.0,43.75,0.0,79.16666,0.0,0.0,0.0,37.77777,0.0,54.88888,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,24.13793,0.0,33.33333,0.0,32.85714,0.0,37.2093,0.0,97.61904,0.0,66.8421,0.0,54.7619,0.0,44.18604,0.0,0.0,0.0,62.84584,0.0,55.77777,0.0,0.0,0.0,13.93034,0.0,0.0,0.0,30.13698,0.0,0.0,0.0,49.3913,0.0,40.0,0.0,39.58333,0.0,38.88888,0.0,0.0,0.0,47.5,0.0,7.23684,0.0,6.66666,0.0,56.25,0.0,37.86496,0.0,44.18604,0.0,83.11688,0.0,75.89576,0.0,26.82926,0.0,61.11111,50.20746,77.43902,0.0,0.0,0.0,10.6422,0.0,0.0,0.0,100.0,50.0,41.12149,0.0,0.0,0.0,91.50326,0.0,85.83657,0.0,70.30527,0.0,60.1156,0.0,41.55642,0.0,21.55172,77.77777,0.0,35.48387,0.0,0.0,0.0,39.0909,0.0,0.0,0.0,0.0,0.0,32.8125,53.55648,45.27272,0.0,30.76923,64.1791,0.0,0.0,50.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,74.02912,0.0,22.02898,95.66982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.73626,0.0,83.64928,100.0,92.89099,0.0,23.33333,0.0,55.61797,0.0,80.0,0.0,67.64705,0.0,52.94117,0.0,89.96519,0.0,97.77504,15.78947,96.60743,0.0,0.0,0.0,0.0,0.0,0.0,79.19463,0.0,28.57142,0.0,0.0,0.0,0.0,66.66666,0.0,47.22222,0.0,0.0,0.0,0.0,68.3417,50.0
17,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,0.0,40.90909,0.0,61.03542,0.0,0.0,0.0,54.88721,0.0,63.57142,0.0,0.0,0.0,0.0,57.04225,0.0,39.39393,0.0,0.0,0.0,0.0,31.06796,38.09523,0.0,37.99126,0.0,73.88535,0.0,93.75,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,51.11111,0.0,53.33333,0.0,0.0,0.0,27.77777,0.0,0.0,0.0,62.06896,100.0,47.61904,0.0,47.14285,0.0,46.51162,0.0,66.66666,0.0,72.63157,0.0,62.30158,0.0,51.16279,0.0,71.42857,0.0,63.2411,0.0,65.11111,0.0,0.0,0.0,20.398,0.0,0.0,0.0,41.78082,0.0,0.0,0.0,46.22608,0.0,60.0,0.0,39.58333,0.0,42.22222,0.0,0.0,0.0,46.25,0.0,12.5,0.0,5.55555,0.0,72.91666,0.0,29.83576,0.0,40.46511,0.0,51.94805,0.0,70.03257,0.0,29.26829,0.0,81.48148,59.33609,80.4878,0.0,0.0,0.0,8.71559,0.0,0.0,0.0,60.65573,50.0,44.85981,0.0,0.0,0.0,89.97821,0.0,82.72373,0.0,70.6753,0.0,61.84971,0.0,33.07392,0.0,18.10344,55.55555,0.0,38.70967,0.0,0.0,0.0,27.27272,0.0,0.0,0.0,0.0,0.0,40.625,69.87447,64.18181,0.0,48.71794,49.25373,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,45.87378,0.0,13.91304,91.88092,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,52.38095,0.0,100.0,0.0,79.95937,0.0,20.0,0.0,50.0,0.0,0.0,0.0,48.52941,0.0,29.41176,0.0,83.12064,0.0,87.74109,26.31578,92.89176,0.0,0.0,0.0,0.0,0.0,0.0,94.63087,0.0,23.80952,0.0,0.0,0.0,0.0,74.66666,0.0,51.85185,0.0,0.0,0.0,0.0,88.44221,58.33333
18,40.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,40.90909,0.0,92.09809,0.0,0.0,0.0,66.54135,0.0,52.14285,0.0,0.0,0.0,0.0,48.94366,0.0,18.18181,0.0,0.0,0.0,0.0,24.27184,28.57142,0.0,37.99126,0.0,70.38216,0.0,71.25,0.0,75.0,0.0,72.91666,0.0,0.0,0.0,71.11111,0.0,47.33333,0.0,0.0,0.0,58.33333,0.0,21.42857,0.0,75.86206,0.0,76.19047,0.0,48.57142,0.0,44.18604,0.0,50.0,0.0,66.8421,0.0,80.95238,0.0,32.55813,0.0,0.0,0.0,56.91699,0.0,67.11111,0.0,0.0,0.0,15.67164,0.0,0.0,0.0,38.69863,0.0,0.0,0.0,42.4,0.0,35.0,0.0,47.91666,0.0,68.88888,0.0,0.0,0.0,68.75,0.0,13.15789,0.0,0.0,0.0,60.41666,0.0,34.30656,0.0,53.95348,0.0,81.81818,0.0,84.69055,0.0,39.02439,0.0,74.07407,50.20746,81.70731,0.0,0.0,0.0,9.72477,0.0,0.0,0.0,40.9836,30.0,45.3271,0.0,0.0,0.0,87.47276,0.0,83.3463,0.0,67.99259,0.0,68.20809,100.0,57.27626,0.0,41.37931,0.0,0.0,32.25806,0.0,0.0,0.0,48.18181,0.0,0.0,0.0,0.0,0.0,51.5625,69.03765,48.36363,0.0,38.46153,49.25373,0.0,0.0,50.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,38.95631,0.0,17.97101,83.22056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.65934,0.0,82.84952,0.0,75.42315,0.0,43.33333,0.0,65.73033,0.0,50.0,0.0,33.08823,0.0,0.0,0.0,68.50348,0.0,79.6937,14.73684,78.35218,0.0,0.0,0.0,0.0,0.0,0.0,59.73154,0.0,33.33333,0.0,0.0,0.0,0.0,60.0,0.0,55.40123,50.0,0.0,0.0,0.0,68.3417,41.66666
19,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,47.61904,0.0,36.36363,0.0,81.19891,75.0,0.0,0.0,67.29323,0.0,50.0,0.0,0.0,0.0,0.0,51.76056,0.0,18.18181,0.0,0.0,0.0,0.0,30.3398,38.09523,0.0,39.30131,0.0,61.78343,0.0,58.75,0.0,31.25,0.0,50.0,0.0,63.63636,0.0,62.22222,0.0,38.88888,0.0,0.0,0.0,69.44444,0.0,0.0,0.0,72.41379,0.0,42.85714,0.0,62.85714,0.0,20.93023,0.0,48.80952,0.0,74.73684,0.0,56.74603,0.0,30.23255,0.0,0.0,0.0,56.91699,0.0,63.11111,0.0,0.0,0.0,15.92039,0.0,0.0,0.0,49.31506,0.0,0.0,0.0,42.9913,0.0,50.0,0.0,25.0,0.0,51.11111,0.0,0.0,0.0,63.75,0.0,6.57894,0.0,5.55555,0.0,60.41666,0.0,27.00729,0.0,48.8372,0.0,59.74025,0.0,77.85016,0.0,43.90243,0.0,57.4074,42.73858,62.19512,0.0,0.0,0.0,6.42201,0.0,0.0,0.0,42.62295,25.0,32.71028,0.0,0.0,0.0,83.87799,0.0,88.63813,0.0,62.25716,0.0,46.24277,0.0,54.4747,0.0,28.44827,100.0,0.0,61.29032,0.0,0.0,0.0,31.81818,0.0,0.0,0.0,0.0,0.0,43.75,58.99581,31.0909,0.0,56.41025,33.58208,0.0,0.0,55.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,33.33333,0.0,85.80097,0.0,24.34782,49.6617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.16483,0.0,79.73933,0.0,70.95463,0.0,0.0,0.0,58.98876,0.0,0.0,0.0,38.97058,0.0,0.0,0.0,63.05104,0.0,74.64422,11.57894,62.03554,0.0,0.0,0.0,45.45454,0.0,0.0,76.51006,0.0,52.38095,0.0,0.0,0.0,0.0,29.33333,0.0,54.32098,0.0,0.0,0.0,0.0,72.3618,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,50.0,0.0,100.0,0.0,0.0,0.0,54.88721,0.0,57.14285,0.0,0.0,0.0,0.0,62.32394,0.0,27.27272,0.0,0.0,0.0,0.0,46.84466,0.0,0.0,43.23144,0.0,50.63694,0.0,78.75,0.0,37.5,0.0,35.41666,0.0,45.45454,0.0,62.22222,0.0,57.11111,0.0,0.0,0.0,61.11111,0.0,32.14285,0.0,44.82758,0.0,38.09523,0.0,34.28571,0.0,25.58139,0.0,34.5238,0.0,60.0,0.0,57.14285,0.0,13.95348,0.0,0.0,0.0,56.12648,0.0,55.55555,0.0,0.0,0.0,14.1791,0.0,0.0,0.0,41.78082,0.0,0.0,0.0,35.06086,33.33333,45.0,0.0,25.0,0.0,62.22222,0.0,0.0,0.0,93.75,0.0,6.57894,0.0,0.0,0.0,64.58333,0.0,21.80656,0.0,40.0,0.0,54.54545,0.0,75.57003,0.0,63.41463,0.0,75.92592,56.43153,70.7317,0.0,0.0,0.0,6.05504,0.0,0.0,0.0,16.39344,0.0,30.37383,0.0,0.0,0.0,78.10457,0.0,75.09727,0.0,50.97132,0.0,51.44508,0.0,48.71595,0.0,27.5862,0.0,0.0,29.03225,0.0,0.0,0.0,39.0909,0.0,0.0,0.0,0.0,0.0,35.9375,61.92468,42.72727,0.0,28.20512,54.47761,0.0,0.0,55.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,23.80952,0.0,66.74757,100.0,30.43478,59.13396,100.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,0.0,77.07345,0.0,75.22004,0.0,46.66666,0.0,53.37078,0.0,0.0,0.0,33.82352,0.0,0.0,0.0,59.33874,0.0,73.68345,21.05263,55.5735,0.0,0.0,0.0,0.0,0.0,0.0,65.77181,0.0,45.23809,0.0,0.0,0.0,0.0,34.66666,0.0,48.76543,0.0,0.0,0.0,0.0,60.80402,0.0
