,스킨푸드 로열허니 프로폴리스 인리치 에센스_0,스킨푸드 로열허니 프로폴리스 인리치 에센스_1,스킨푸드 로열허니 프로폴리스 인리치 에센스_2,세렌디뷰티 레드 프로폴리스 트리플 앰플_0,세렌디뷰티 레드 프로폴리스 트리플 앰플_1,세렌디뷰티 레드 프로폴리스 트리플 앰플_2,더마토리 프로 히알샷 물광 앰플_0,더마토리 프로 히알샷 물광 앰플_1,더마토리 프로 히알샷 물광 앰플_2,미샤 비타씨플러스 잡티씨 탄력앰플_0,미샤 비타씨플러스 잡티씨 탄력앰플_1,미샤 비타씨플러스 잡티씨 탄력앰플_2,빌리프 유쓰 크리에이터 에이지 넉다운 밤_0,빌리프 유쓰 크리에이터 에이지 넉다운 밤_1,빌리프 유쓰 크리에이터 에이지 넉다운 밤_2,록시땅 이모르뗄 오버나이트 리셋 오일 인 세럼_0,록시땅 이모르뗄 오버나이트 리셋 오일 인 세럼_1,록시땅 이모르뗄 오버나이트 리셋 오일 인 세럼_2,이즈앤트리 히아루론산 워터 에센스_0,이즈앤트리 히아루론산 워터 에센스_1,이즈앤트리 히아루론산 워터 에센스_2,하루하루 원더 블랙라이스 히알루로닉 에센스_0,하루하루 원더 블랙라이스 히알루로닉 에센스_1,하루하루 원더 블랙라이스 히알루로닉 에센스_2,로지컬리스킨 아쿠아타이드 리서페이스 세럼_0,로지컬리스킨 아쿠아타이드 리서페이스 세럼_1,로지컬리스킨 아쿠아타이드 리서페이스 세럼_2,에스티 로더 어드밴스드 나이트 리페어 인텐스 리셋 컨센트레이트_0,에스티 로더 어드밴스드 나이트 리페어 인텐스 리셋 컨센트레이트_1,에스티 로더 어드밴스드 나이트 리페어 인텐스 리셋 컨센트레이트_2,제로이드 인텐시브 오인트 크림_0,제로이드 인텐시브 오인트 크림_1,제로이드 인텐시브 오인트 크림_2,센텔리안24 마데카크림 파워 부스팅 포뮬러_0,센텔리안24 마데카크림 파워 부스팅 포뮬러_1,센텔리안24 마데카크림 파워 부스팅 포뮬러_2,미샤 수퍼 아쿠아 울트라 히알론 크림_0,미샤 수퍼 아쿠아 울트라 히알론 크림_1,미샤 수퍼 아쿠아 울트라 히알론 크림_2,에스트라 아토베리어     크림_0,에스트라 아토베리어     크림_1,에스트라 아토베리어     크림_2,아이오페 슈퍼바이탈 크림 리치_0,아이오페 슈퍼바이탈 크림 리치_1,아이오페 슈퍼바이탈 크림 리치_2,아티스트리 하이드라V 모이스처 크림_0,아티스트리 하이드라V 모이스처 크림_1,아티스트리 하이드라V 모이스처 크림_2,에스티 로더 리바이탈라이징 수프림  나이트 인텐시브 크림_0,에스티 로더 리바이탈라이징 수프림  나이트 인텐시브 크림_1,에스티 로더 리바이탈라이징 수프림  나이트 인텐시브 크림_2,유세린 우레아 리페어 크림_0,유세린 우레아 리페어 크림_1,유세린 우레아 리페어 크림_2,엘러브 듀얼 블루밍 캡슐 앰플   하이드라 바이탈라이징 크림_0,엘러브 듀얼 블루밍 캡슐 앰플   하이드라 바이탈라이징 크림_1,엘러브 듀얼 블루밍 캡슐 앰플   하이드라 바이탈라이징 크림_2,유리프 셋업 크림_0,유리프 셋업 크림_1,유리프 셋업 크림_2,AHC 에이지리스 리얼 아이크림 포 페이스_0,AHC 에이지리스 리얼 아이크림 포 페이스_1,AHC 에이지리스 리얼 아이크림 포 페이스_2,한율 어린쑥 수분진정 크림_0,한율 어린쑥 수분진정 크림_1,한율 어린쑥 수분진정 크림_2,보타니티 플라본 인텐시브 크림_0,보타니티 플라본 인텐시브 크림_1,보타니티 플라본 인텐시브 크림_2,닥터벨머 어드밴스드 시카 수분 크림_0,닥터벨머 어드밴스드 시카 수분 크림_1,닥터벨머 어드밴스드 시카 수분 크림_2,더마토리 하이포알러제닉 모이스처라이징 밤 크림_0,더마토리 하이포알러제닉 모이스처라이징 밤 크림_1,더마토리 하이포알러제닉 모이스처라이징 밤 크림_2,Dr.G 필라그린 배리어 밤_0,Dr.G 필라그린 배리어 밤_1,Dr.G 필라그린 배리어 밤_2,블랑풀 필터크림_0,블랑풀 필터크림_1,블랑풀 필터크림_2,더샘 더마 플랜 울트라 밤 크림_0,더샘 더마 플랜 울트라 밤 크림_1,더샘 더마 플랜 울트라 밤 크림_2,참존 마유 크림 엑스트라 골든 컴플렉스_0,참존 마유 크림 엑스트라 골든 컴플렉스_1,참존 마유 크림 엑스트라 골든 컴플렉스_2,강남이스트 투엑스 아쿠아 카밍 크림_0,강남이스트 투엑스 아쿠아 카밍 크림_1,강남이스트 투엑스 아쿠아 카밍 크림_2,홀리카홀리카 굳세라 수퍼 세라마이드 미스트_0,홀리카홀리카 굳세라 수퍼 세라마이드 미스트_1,홀리카홀리카 굳세라 수퍼 세라마이드 미스트_2,라네즈 크림 스킨 미스트_0,라네즈 크림 스킨 미스트_1,라네즈 크림 스킨 미스트_2,보타닉힐 보 더마 인텐시브 판테놀 크림 미스트_0,보타닉힐 보 더마 인텐시브 판테놀 크림 미스트_1,보타닉힐 보 더마 인텐시브 판테놀 크림 미스트_2,CNP 프로폴리스 앰플 미스트_0,CNP 프로폴리스 앰플 미스트_1,CNP 프로폴리스 앰플 미스트_2,식물나라 티트리 카밍 미스트_0,식물나라 티트리 카밍 미스트_1,식물나라 티트리 카밍 미스트_2,숨37˚ 워터 풀 타임리스 워터 젤 미스트_0,숨37˚ 워터 풀 타임리스 워터 젤 미스트_1,숨37˚ 워터 풀 타임리스 워터 젤 미스트_2,클레어스 펀더멘탈 앰플 미스트_0,클레어스 펀더멘탈 앰플 미스트_1,클레어스 펀더멘탈 앰플 미스트_2,샤넬 보떼 이니샬 에너자이징 멀티 프로텍션 컨센트레이트 스프레이 쎄럼_0,샤넬 보떼 이니샬 에너자이징 멀티 프로텍션 컨센트레이트 스프레이 쎄럼_1,샤넬 보떼 이니샬 에너자이징 멀티 프로텍션 컨센트레이트 스프레이 쎄럼_2,비어썸 오우썸 하이드레이팅 오가닉 더블미스트_0,비어썸 오우썸 하이드레이팅 오가닉 더블미스트_1,비어썸 오우썸 하이드레이팅 오가닉 더블미스트_2,CNP 뮤제너 앰플 미스트_0,CNP 뮤제너 앰플 미스트_1,CNP 뮤제너 앰플 미스트_2
10,100.0,27.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.47422,64.85148,79.38144,0.0,100.0,21.42857,0.0,0.0,0.0,11.82994,70.18348,53.45104,43.75,85.71428,27.51479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15151,33.13896,52.69709,14.58885,100.0,0.0,100.0,25.92592,0.0,34.61538,60.95238,33.86666,24.16666,0.0,0.0,0.0,1.03412,1.03412,0.0,100.0,0.0,0.0,79.66231,80.49764,87.76678,0.0,0.0,0.0,0.0,0.0,0.0,12.49137,61.35265,32.71375,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.90721,64.85148,64.94845,0.0,77.63157,25.0,0.0,0.0,0.0,6.65434,59.17431,43.82022,45.22058,100.0,20.71005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.24242,30.70942,52.07468,14.3236,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,24.8,23.33333,0.0,0.0,0.0,1.86142,1.96483,0.0,0.0,0.0,0.0,91.17421,77.80766,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.97722,39.13043,37.17472,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.31958,57.92079,100.0,0.0,68.42105,0.0,0.0,0.0,0.0,8.68761,52.59938,54.41412,62.13235,61.03896,34.02366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18181,33.23615,56.01659,16.04774,0.0,0.0,0.0,18.51851,0.0,19.23076,100.0,29.06666,25.0,0.0,0.0,0.0,1.13753,0.72388,0.0,0.0,0.0,0.0,83.26937,69.46872,95.15877,0.0,0.0,0.0,66.66666,0.0,0.0,14.83781,51.69082,34.57249,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,36.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.91752,60.39603,72.16494,0.0,48.68421,32.14285,0.0,0.0,0.0,13.12384,53.82262,50.88282,56.98529,70.12987,41.42011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21212,31.97278,54.77178,14.58885,0.0,0.0,0.0,44.44444,35.29411,0.0,85.71428,23.2,25.83333,0.0,0.0,0.0,0.62047,1.34436,0.0,0.0,0.0,62.5,66.92248,80.36314,95.62727,0.0,0.0,0.0,41.66666,0.0,0.0,14.7688,60.38647,42.37918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,22.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.38144,78.71287,79.38144,0.0,30.26315,28.57142,0.0,0.0,0.0,18.66913,51.98776,65.65008,70.22058,87.01298,40.8284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,32.45869,88.17427,14.72148,0.0,0.0,0.0,18.51851,41.17647,26.92307,74.28571,30.4,24.16666,0.0,0.0,0.0,0.72388,2.37849,0.0,0.0,66.66666,0.0,68.53415,73.30195,83.18584,0.0,0.0,0.0,0.0,0.0,0.0,12.49137,70.0483,40.14869,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.38095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.10309,65.34653,86.59793,0.0,34.21052,21.42857,0.0,0.0,0.0,16.8207,50.76452,83.94863,68.75,83.76623,39.64497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83333,43.47826,48.48484,25.17006,65.76763,11.2732,0.0,0.0,0.0,25.92592,41.17647,0.0,73.33333,23.2,23.33333,0.0,0.0,0.0,0.93071,3.51602,0.0,0.0,0.0,0.0,58.25019,75.05043,99.1671,0.0,0.0,0.0,50.0,0.0,0.0,8.41959,57.00483,31.59851,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.69072,75.74257,75.25773,0.0,28.94736,28.57142,0.0,0.0,0.0,17.92975,63.91437,85.07223,64.33823,65.58441,45.56213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.30303,31.00097,66.39004,8.48806,0.0,0.0,0.0,0.0,64.70588,23.07692,73.33333,23.2,27.5,0.0,0.0,0.0,1.13753,80.45501,0.0,0.0,0.0,0.0,62.31772,79.42165,87.35033,0.0,0.0,0.0,0.0,0.0,0.0,8.90269,55.07246,34.94423,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.61904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.56701,77.22772,76.28865,0.0,23.68421,0.0,0.0,0.0,0.0,19.22365,63.76146,69.34189,55.14705,68.18181,41.12426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08695,42.42424,27.89115,59.54356,9.41644,0.0,0.0,0.0,0.0,88.23529,26.92307,60.95238,24.8,30.0,0.0,0.0,0.0,0.93071,100.0,0.0,0.0,0.0,0.0,64.6201,73.1002,68.29776,0.0,0.0,0.0,50.0,0.0,0.0,13.31953,59.90338,26.76579,0.0,0.0,0.0,60.0,77.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.53608,67.32673,70.10309,0.0,34.21052,0.0,0.0,0.0,0.0,15.5268,61.00917,59.06902,45.58823,45.45454,42.60355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,45.45454,32.06997,61.61825,12.86472,0.0,0.0,0.0,29.62962,82.35294,0.0,51.42857,22.4,25.0,0.0,0.0,0.0,1.6546,62.77145,0.0,100.0,0.0,0.0,68.38066,74.10894,70.7444,0.0,0.0,0.0,0.0,0.0,0.0,12.35334,49.75845,27.88104,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.05882,52.38095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.44329,77.72277,46.39175,46.15384,36.8421,25.0,0.0,0.0,0.0,11.6451,61.00917,53.29052,45.58823,46.75324,39.34911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,42.42424,29.7376,96.68049,17.10875,0.0,0.0,0.0,0.0,0.0,19.23076,84.7619,22.66666,28.33333,0.0,0.0,0.0,1.86142,45.60496,0.0,0.0,0.0,0.0,68.22716,81.17014,69.85944,0.0,0.0,0.0,0.0,0.0,0.0,9.93788,67.63285,31.59851,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.04123,89.60396,56.70103,46.15384,34.21052,0.0,0.0,0.0,0.0,17.19038,51.98776,74.63884,68.75,51.94805,53.55029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,72.72727,32.16715,71.16182,56.36604,0.0,0.0,0.0,22.22222,0.0,46.15384,80.0,23.73333,25.0,0.0,0.0,0.0,0.8273,31.85108,0.0,50.0,0.0,0.0,61.24328,78.9509,64.60176,0.0,0.0,0.0,0.0,0.0,0.0,9.17874,61.83574,61.71003,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.41237,94.55445,76.28865,46.15384,28.94736,42.85714,0.0,0.0,0.0,16.45101,48.31804,79.93579,64.70588,57.14285,37.2781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,29.7376,71.9917,33.55437,0.0,0.0,0.0,18.51851,29.41176,30.76923,65.71428,22.13333,30.83333,0.0,0.0,0.0,0.93071,33.19544,0.0,0.0,0.0,0.0,64.54336,77.53866,56.01249,0.0,0.0,0.0,0.0,0.0,0.0,10.69703,69.56521,44.98141,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.35051,74.75247,82.47422,0.0,17.10526,57.14285,0.47201,0.0,0.0,19.96303,44.3425,100.0,80.88235,64.93506,33.72781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.07288,65.56016,37.00265,0.0,0.0,0.0,33.33333,0.0,23.07692,79.04761,25.06666,17.5,0.0,0.0,0.0,1.34436,32.88521,0.0,50.0,0.0,0.0,58.78741,75.11768,59.29203,0.0,0.0,0.0,0.0,0.0,0.0,15.52795,79.71014,38.66171,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.47422,80.69306,81.44329,0.0,27.63157,21.42857,0.0,0.0,0.0,19.77818,61.7737,82.02247,57.72058,65.58441,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.69696,27.1137,46.47302,29.17771,0.0,0.0,0.0,25.92592,0.0,23.07692,61.90476,29.33333,21.66666,0.0,0.0,0.0,0.8273,24.30196,0.0,0.0,77.77777,0.0,63.39217,81.43913,55.12753,0.0,0.0,0.0,0.0,0.0,0.0,14.97584,100.0,24.16356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.81443,93.56435,62.88659,0.0,23.68421,17.85714,0.0,0.0,0.0,21.44177,56.1162,68.86035,50.73529,57.14285,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83333,0.0,57.57575,23.71234,40.87136,32.49336,0.0,0.0,0.0,29.62962,0.0,46.15384,56.19047,23.46666,22.5,0.0,0.0,0.0,1.34436,18.9245,0.0,0.0,0.0,0.0,67.22947,78.07666,52.36855,0.0,0.0,0.0,0.0,0.0,0.0,13.59558,70.5314,24.16356,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,52.38095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.2268,86.13861,72.16494,0.0,31.57894,53.57142,0.0,0.0,0.0,20.14787,72.01834,57.78491,51.10294,51.94805,44.97041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.48484,27.50242,46.88796,36.87002,0.0,0.0,0.0,29.62962,0.0,0.0,64.7619,23.73333,22.5,0.0,0.0,0.0,1.03412,51.29265,0.0,0.0,0.0,0.0,69.53184,86.81909,55.85632,0.0,0.0,0.0,100.0,0.0,0.0,47.27398,63.76811,24.53531,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.38144,99.50495,74.2268,0.0,36.8421,39.28571,0.0,0.0,0.0,14.78743,63.91437,51.52487,64.33823,47.40259,41.12426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21212,26.33624,56.01659,48.54111,0.0,0.0,0.0,44.44444,35.29411,26.92307,86.66666,28.53333,28.33333,0.0,0.0,0.0,1.96483,18.40744,0.0,0.0,0.0,0.0,69.76208,91.45931,54.08641,0.0,0.0,0.0,0.0,0.0,0.0,59.21325,70.0483,44.23791,0.0,0.0,0.0,30.0,88.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.94845,100.0,74.2268,53.84615,22.36842,32.14285,57.51854,0.0,0.0,17.19038,65.29051,67.0947,58.08823,48.05194,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.39393,31.68124,54.14937,75.86206,0.0,0.0,0.0,0.0,35.29411,100.0,77.14285,30.66666,21.66666,0.0,0.0,0.0,0.72388,15.71871,0.0,0.0,0.0,0.0,70.22256,98.45326,57.41801,0.0,0.0,100.0,0.0,0.0,0.0,33.12629,68.11594,37.17472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,85.14851,75.25773,46.15384,28.94736,25.0,100.0,0.0,0.0,21.62661,50.0,70.78651,50.36764,55.1948,46.74556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.43478,42.42424,27.21088,48.13278,57.55968,0.0,0.0,0.0,0.0,0.0,23.07692,73.33333,26.66666,23.33333,0.0,0.0,0.0,1.34436,13.85729,0.0,0.0,55.55555,0.0,59.09439,96.30127,51.53565,0.0,0.0,0.0,0.0,0.0,0.0,100.0,77.77777,38.66171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,22.72727,0.0,0.0,0.0,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.16494,90.59405,74.2268,0.0,77.63157,0.0,54.8213,0.0,0.0,22.55083,52.59938,69.98394,59.19117,83.11688,51.47928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83333,43.47826,15.15151,30.02915,53.3195,57.82493,0.0,0.0,0.0,48.14814,47.05882,42.30769,60.95238,26.66666,13.33333,0.0,0.0,0.0,2.37849,13.44364,0.0,50.0,0.0,0.0,59.9386,90.78681,56.27277,0.0,0.0,0.0,0.0,0.0,0.0,43.82332,69.56521,31.59851,0.0,0.0,0.0,0.0,88.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.38144,79.70297,76.28865,0.0,44.73684,28.57142,45.04383,0.0,0.0,17.74491,76.45259,95.02407,52.94117,57.7922,59.46745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,15.15151,25.94752,42.32365,57.55968,0.0,0.0,0.0,18.51851,29.41176,38.46153,65.71428,31.73333,29.16666,0.0,0.0,0.0,3.51602,11.4788,0.0,0.0,0.0,0.0,61.32003,85.6086,53.30557,0.0,0.0,0.0,0.0,0.0,0.0,64.45824,69.56521,32.342,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
